text,date,category
rt presstv update death toll irans quake rises earthquake,13_11_2017,injured_or_dead_people
rt cafod pray affected earthquake iraq iran,13_11_2017,not_humanitarian
rt reutersworld death toll reaches iran earthquake isna news agency,13_11_2017,injured_or_dead_people
rt laylaalhussein magnitude earthquake struck northern iraq erbil iraq november iraq,13_11_2017,other_relevant_information
rt laylaalhussein magnitude earthquake struck northern iraq erbil iraq november iraq,13_11_2017,other_relevant_information
rt laylaalhussein magnitude earthquake struck northern iraq erbil iraq november iraq,13_11_2017,other_relevant_information
rt laylaalhussein magnitude earthquake struck northern iraq erbil iraq november iraq,13_11_2017,other_relevant_information
video magnitude earthquake jolts iraniraq border area structural damage reported,13_11_2017,other_relevant_information
breaking iran earthquake toll rises dead injured says official,13_11_2017,injured_or_dead_people
rt rtcom iraniraq border earthquake latest least killed injured,13_11_2017,injured_or_dead_people
wsj earthquake near iraniraq border kills,13_11_2017,injured_or_dead_people
rt huffpost hundreds dead powerful earthquake hits border iran iraq,13_11_2017,injured_or_dead_people
turkey rushes help iraq earthquake victims,13_11_2017,rescue_volunteering_or_donation_effort
breaking death toll iraniraq earthquake reportedly climbs,13_11_2017,injured_or_dead_people
strong earthquake hits iraq iran killing least worldnews news,13_11_2017,injured_or_dead_people
officials raise death count least earthquake rocks northern iraq,13_11_2017,injured_or_dead_people
news least people killed iran iraq powerful magnitude earthquake hit region,13_11_2017,injured_or_dead_people
think event earthquake occurred iran mon nov cdt,13_11_2017,other_relevant_information
iraniraq earthquake people dead devastating quake border region,13_11_2017,injured_or_dead_people
rt khaleejtimes earthquake iraniraq border tremors felt uae,13_11_2017,other_relevant_information
iraq strong earthquake hits iraqiran border area six killed iran humanitarian newzealand auckland,13_11_2017,injured_or_dead_people
wall street journal iraniraq earthquake kills least de,13_11_2017,injured_or_dead_people
strong earthquake strikes iraq unitedstates iran,13_11_2017,other_relevant_information
heart attack waiting hear back dad najaf iraq earthquake alhamdulillah,13_11_2017,not_humanitarian
killed iraniraqi earthquake,13_11_2017,injured_or_dead_people
rt ahmadiyyatimes baghdad powerful earthquake iraniraq border kills people please rt,13_11_2017,injured_or_dead_people
least people dead iraniraq earthquake iraniraq news,13_11_2017,injured_or_dead_people
live deadly earthquake hits iraq amp iran aftermath footage iraqi sulaymaniyah,13_11_2017,infrastructure_and_utility_damage
collective hearts heavy sympathy iran earthquake kermanshah sarpolzahab,13_11_2017,other_relevant_information
magnitude earthquake hits iraniraq many killed thousands injured,13_11_2017,injured_or_dead_people
earthquake magnitude km sulaymaniyah iraq,13_11_2017,other_relevant_information
earthquake killed wounded thousands kurdish region iran amp iraq bbcnews,13_11_2017,injured_or_dead_people
earthquake killed wounded thousands kurdish region iran amp iraq bbcnews,13_11_2017,injured_or_dead_people
earthquake killed wounded thousands kurdish region iran amp iraq bbcnews,13_11_2017,injured_or_dead_people
earthquake killed wounded thousands kurdish region iran amp iraq bbcnews,13_11_2017,injured_or_dead_people
iraniraq border earthquake death toll tops officials say,13_11_2017,injured_or_dead_people
new earthquake e km e kifri iraq temblor sismo usgs alert,13_11_2017,not_humanitarian
pakistan condoles iran iraq devastating earthquake,13_11_2017,other_relevant_information
rt imranbird earthquake kuwait everyone standing outside,13_11_2017,other_relevant_information
heartbreaking earthquake border iran amp iraq rip f earthquake photo rudaw,13_11_2017,other_relevant_information
heartbreaking earthquake border iran amp iraq rip f earthquake photo rudaw,13_11_2017,other_relevant_information
heartbreaking earthquake border iran amp iraq rip f earthquake photo rudaw,13_11_2017,other_relevant_information
atleast dead thousands injured magnitude earthquake hits northern border region,13_11_2017,injured_or_dead_people
earthquake kills least iran government says,13_11_2017,injured_or_dead_people
rt akifinam press release mfaturkey regarding earthquake iraq halabja sulaimani,13_11_2017,other_relevant_information
rt leesaks iraq iran earthquake major oil fields map damages reported yet oott,13_11_2017,other_relevant_information
st turkish earthquake emergency plane landed sulaymaniyah iraq,13_11_2017,rescue_volunteering_or_donation_effort
rt rudawenglish material damages captured rudaw englishs managing editor osamagolpy halabja earthquake,13_11_2017,infrastructure_and_utility_damage
rt timesofisrael israel rattled magnitude earthquake strikes northeast iraq,13_11_2017,other_relevant_information
irans army deployed region help relief forces find trapped earthquake victims iranearthquake,13_11_2017,rescue_volunteering_or_donation_effort
commanders irgc irans army visit earthquake areas western iran,13_11_2017,not_humanitarian
iraq earthquake caught camera live tv interview video,13_11_2017,other_relevant_information
earthquake hits iraq near border iran several killed countries,13_11_2017,injured_or_dead_people
remarkable accurate figures loss life iraniraq earthquake,13_11_2017,injured_or_dead_people
iraqiran earthquake bhuj haiti deadliest quakes century worldnews,13_11_2017,other_relevant_information
rt tomhall breaking giant earthquake hits iraq e sundaymorning,13_11_2017,not_humanitarian
rt tomhall breaking giant earthquake hits iraq e sundaymorning,13_11_2017,not_humanitarian
rt tomhall breaking giant earthquake hits iraq e sundaymorning,13_11_2017,not_humanitarian
rt trutawar photos earthquake kurdistan photos belong kurdistan iran cities villages,13_11_2017,other_relevant_information
rt trutawar photos earthquake kurdistan photos belong kurdistan iran cities villages,13_11_2017,other_relevant_information
rt trutawar photos earthquake kurdistan photos belong kurdistan iran cities villages,13_11_2017,other_relevant_information
rt trutawar photos earthquake kurdistan photos belong kurdistan iran cities villages,13_11_2017,other_relevant_information
kyrgyzstanis among victims earthquake iran,13_11_2017,injured_or_dead_people
rt presstv dozens rushed hospitals kermanshah strong earthquake hit western iran,13_11_2017,affected_individuals
rt presstv pictures aftermath earthquake struck iraniraq border,13_11_2017,other_relevant_information
rt presstv pictures aftermath earthquake struck iraniraq border,13_11_2017,other_relevant_information
rt presstv pictures aftermath earthquake struck iraniraq border,13_11_2017,other_relevant_information
rt presstv pictures aftermath earthquake struck iraniraq border,13_11_2017,other_relevant_information
moment deadly earthquake rocked iraq amp iran caught video,13_11_2017,other_relevant_information
rt ssilvia shaking middle east also dubai earthquake iran iraq,13_11_2017,other_relevant_information
powerful earthquake rocks iraq iran leaving dead,13_11_2017,injured_or_dead_people
aftermath earthquake iran iraq photos video breakingnews,13_11_2017,other_relevant_information
iran earthquake damage video horror aftermath fears grow iraq deadly quake,13_11_2017,infrastructure_and_utility_damage
bahraini citizens iraq safe bahrain iraq earthquake,13_11_2017,other_relevant_information
prayer thought families earthquake victims iran kermanshah sarpolzahab,13_11_2017,other_relevant_information
azerbaijan offers assistance iran earthquake iranian envoy,13_11_2017,rescue_volunteering_or_donation_effort
blood donation lines tehran help earthquake survivors west iran,13_11_2017,rescue_volunteering_or_donation_effort
blood donation lines tehran help earthquake survivors west iran,13_11_2017,rescue_volunteering_or_donation_effort
blood donation lines tehran help earthquake survivors west iran,13_11_2017,rescue_volunteering_or_donation_effort
blood donation lines tehran help earthquake survivors west iran,13_11_2017,rescue_volunteering_or_donation_effort
turkey stand earthquake victims northern iraq private message,13_11_2017,affected_individuals
putin expressed condolences president iran earthquake russia,13_11_2017,other_relevant_information
iraniraq earthquake deadly tremor hits border region bbc news playback unsupport,13_11_2017,other_relevant_information
irans president hassanrouhani visit kermanshah efected sunday night earthquake tuesday morning,13_11_2017,other_relevant_information
irans president hassanrouhani visit kermanshah efected sunday night earthquake tuesday morning,13_11_2017,other_relevant_information
rt aladyinkuwait dos donts earthquake kuwait,13_11_2017,other_relevant_information
rt meteorologo urgentflash huge earthquake iraq iran preliminary magnitude,13_11_2017,other_relevant_information
breakingnews death toll magnitude earthquake iran iraq border stands kurdistan,13_11_2017,injured_or_dead_people
powerful earthquake hits iraniraq devastating pictures,13_11_2017,other_relevant_information
tv channel live air iraqiran earthquake bbc news newinvids,13_11_2017,other_relevant_information
finally death toll shoots iraniraq earthquake gets media attention,13_11_2017,injured_or_dead_people
israelis report feeling iran earthquake local injuries damage,13_11_2017,other_relevant_information
chairman ppp bbhuttozardari expressed concern human loss iran earthquake,13_11_2017,injured_or_dead_people
richter earthquake iran specially kermanshah province condolences iranian people god help ddff,13_11_2017,other_relevant_information
richter earthquake iran specially kermanshah province condolences iranian people god help ddff,13_11_2017,other_relevant_information
richter earthquake iran specially kermanshah province condolences iranian people god help ddff,13_11_2017,other_relevant_information
rt voanews deadly earthquake strikes iraniraq border,13_11_2017,other_relevant_information
trying find info us troops amp personnel operating inaround iraniraq earthquake region nothing far f,13_11_2017,other_relevant_information
algeria iraniraq earthquake happened,13_11_2017,other_relevant_information
resettlment people sports fields kermanshah regard earthquake west iran,13_11_2017,other_relevant_information
iraniraq border earthquake live updates death toll crosses tisnews click link,13_11_2017,injured_or_dead_people
rt thenewyorkblvd earthquake magnitude struck halabjah iraq prayforiraq,13_11_2017,other_relevant_information
iran initial reports least dead injured earthquake,13_11_2017,injured_or_dead_people
offer sincere condolences iran earthquake destruction condolences prayforiran prayforiran,13_11_2017,other_relevant_information
please accept heartfelt sympathy passing dears earthquakekermanshahiran,13_11_2017,other_relevant_information
updated people die earthquake iran iraq,13_11_2017,injured_or_dead_people
iraniraq border earthquake people died mavelworld,13_11_2017,injured_or_dead_people
earthquake iran killed wounded,13_11_2017,injured_or_dead_people
donald trump iran earthquake nfl monday briefing chris stanford via nyt,13_11_2017,other_relevant_information
pics iran person killed amp injured earthquake yesterday,13_11_2017,injured_or_dead_people
pics iran person killed amp injured earthquake yesterday,13_11_2017,injured_or_dead_people
pics iran person killed amp injured earthquake yesterday,13_11_2017,injured_or_dead_people
follow donald trump iran earthquake nfl monday briefing followforfollow,13_11_2017,other_relevant_information
tragedyearthquake iran,13_11_2017,other_relevant_information
iraniraq earthquake know,13_11_2017,other_relevant_information
iraniraq earthquake know,13_11_2017,other_relevant_information
photos powerful iraniraq earthquake kills hundreds,13_11_2017,injured_or_dead_people
interesting coincidence earthquake took place exactly artificial manmade border iraq iran,13_11_2017,other_relevant_information
news via foxnews massive earthquake leaves dead iraqiran,13_11_2017,injured_or_dead_people
earthquake iraq iran border live updates death toll injured updates live,13_11_2017,injured_or_dead_people
sunday evening earthquake west iran many people lost lives,13_11_2017,injured_or_dead_people
queue blooddonation destructive earthquake iran sympathy,13_11_2017,rescue_volunteering_or_donation_effort
rt fintribune magnitude earthquake strikes irans kermanshah province,13_11_2017,other_relevant_information
magnitude earthquake dkt iraqiran border hope everything fine,13_11_2017,other_relevant_information
seismograms yesterdays earthquake iran iraq border bgsseismology,13_11_2017,other_relevant_information
earthquake rocks border area iraq iran usnews usrc,13_11_2017,other_relevant_information
people tragic ways show sympathy victims iran iraq border earthquake,13_11_2017,not_humanitarian
people tragic ways show sympathy victims iran iraq border earthquake,13_11_2017,not_humanitarian
people tragic ways show sympathy victims iran iraq border earthquake,13_11_2017,not_humanitarian
people tragic ways show sympathy victims iran iraq border earthquake,13_11_2017,not_humanitarian
news via foxnews iraniraq earthquake kills hundreds officials say,13_11_2017,injured_or_dead_people
pictures earthquake iraniraq border kermanshah shows different damages,13_11_2017,other_relevant_information
pictures earthquake iraniraq border kermanshah shows different damages,13_11_2017,other_relevant_information
pictures earthquake iraniraq border kermanshah shows different damages,13_11_2017,other_relevant_information
pictures earthquake iraniraq border kermanshah shows different damages,13_11_2017,other_relevant_information
iran iraq earthquake pictures show devastating damage villages cut landslides locus,13_11_2017,infrastructure_and_utility_damage
magnitude earthquake kills hundreds middle east,13_11_2017,injured_or_dead_people
iraniraq earthquake kills whole bunch officers say,13_11_2017,injured_or_dead_people
rt climaterealists breaking coronal hole update major earthquake hits iraq follow,13_11_2017,other_relevant_information
killed powerful quake iraniraq border,13_11_2017,injured_or_dead_people
disgusting top comments fox news post iran earthquake killed people,13_11_2017,injured_or_dead_people
iraniraq earthquake hundreds killed border region hit worldnews,13_11_2017,injured_or_dead_people
rt iran leaders message western iranearthquake iran khamenei,13_11_2017,not_humanitarian
real followthewhiterabbit,13_11_2017,not_humanitarian
deepest condolence victims earthquake team saverspk iran iraq,13_11_2017,other_relevant_information
breaking update iran says earthquake kills injures,13_11_2017,injured_or_dead_people
rescue relief efforts underway iran big earthquake iran,13_11_2017,rescue_volunteering_or_donation_effort
response last nights earthquakeiraq ochairaq full report,13_11_2017,other_relevant_information
response last nights earthquakeiraq ochairaq full report,13_11_2017,other_relevant_information
response last nights earthquakeiraq ochairaq full report,13_11_2017,other_relevant_information
latest death toll powerful iraniraq earthquake passes,13_11_2017,injured_or_dead_people
devastating earthquake claimed hundreds lives details still emerging,13_11_2017,injured_or_dead_people
rt irishtimesvideo video kurdish tv shows destroyed buildings iraq earthquake,13_11_2017,infrastructure_and_utility_damage
iran earthquake death toll soars published news paper time,13_11_2017,injured_or_dead_people
blessing health injuries patience survivors earthquake iran,13_11_2017,injured_or_dead_people
saddest picture earthquake iraniraq rip birthdayboy,13_11_2017,other_relevant_information
morning update newsletter trudeau speaks bill earthquake hits iraniraq border,13_11_2017,other_relevant_information
rt leilajou iran health minister meeting discuss relief plan earthquake,13_11_2017,other_relevant_information
rt krishna earthquake strikes kuwait moment peoples fear,13_11_2017,affected_individuals
rt weatherbryan nd large earthquake today iraq morning costa rica,13_11_2017,other_relevant_information
rt alialsalim magnitude earthquake hits iraqiran border towns felt throughout gulf far dubai,13_11_2017,other_relevant_information
iraniraq earthquake rescuers race survivors,13_11_2017,rescue_volunteering_or_donation_effort
ajenglish rescue efforts way iraniraq earthquake death toll rises,13_11_2017,injured_or_dead_people
dead thousands injured major quake weather channel iphone app,13_11_2017,injured_or_dead_people
iraq humanitarian partners rushing help victims earthquake humanitarian newzealand auckland,13_11_2017,rescue_volunteering_or_donation_effort
strong earthquake hits kurdish regions iraq iran leaving hundreds casualties,13_11_2017,injured_or_dead_people
video live tv interview shows moment powerful earthquake hit iraq,13_11_2017,other_relevant_information
malaysian reported present iran earthquake area wisma putra,13_11_2017,other_relevant_information
recent earthquakes iran still shaking nice god watching,13_11_2017,not_humanitarian
rt twofortyeightam earthquake,13_11_2017,not_humanitarian
thoughts amp prayers brothers amp sisters effected earthquake iraniraq border area earthquakeiraq,13_11_2017,other_relevant_information
thoughts amp prayers brothers amp sisters effected earthquake iraniraq border area earthquakeiraq,13_11_2017,other_relevant_information
latest numbers emerging earthquake hit iran amp iraq dead amp injured iran,13_11_2017,injured_or_dead_people
latest numbers emerging earthquake hit iran amp iraq dead amp injured iran,13_11_2017,injured_or_dead_people
latest numbers emerging earthquake hit iran amp iraq dead amp injured iran,13_11_2017,injured_or_dead_people
latest numbers emerging earthquake hit iran amp iraq dead amp injured iran,13_11_2017,injured_or_dead_people
video news via cnn moment iraniraq earthquake struck,13_11_2017,other_relevant_information
yesterday earthquake shattered country iraq killing injuring almost others prayforiraq,13_11_2017,injured_or_dead_people
iran iraq gets hit earthquake boo fucking hoo allah great busy fucking goat,13_11_2017,not_humanitarian
iran iraq gets hit earthquake boo fucking hoo allah great busy fucking goat,13_11_2017,other_relevant_information
iran iraq gets hit earthquake boo fucking hoo allah great busy fucking goat,13_11_2017,not_humanitarian
iran iraq gets hit earthquake boo fucking hoo allah great busy fucking goat,13_11_2017,not_humanitarian
rt eblees earthquake hit iraq amp surrounding regions hope everyone safe,13_11_2017,other_relevant_information
photo gallery earthquake hits iraq iran,13_11_2017,other_relevant_information
please protect suffering especially children today earthquake iranpersia,13_11_2017,not_humanitarian
hundreds dead iran earthquake,13_11_2017,injured_or_dead_people
die massive earthquake hit kermanshah province iran along iraq border iran,13_11_2017,injured_or_dead_people
iraniraq earthquake survivor could see house collapsing video report,13_11_2017,infrastructure_and_utility_damage
news iran iraq reel devastating earthquake kills hundreds via usatoday,13_11_2017,injured_or_dead_people
powerful earthquake strikes near iraqi city halabja,13_11_2017,other_relevant_information
maryamrajavis urgent appeal save victims earthquake iran,13_11_2017,rescue_volunteering_or_donation_effort
rt lastquake earthquake possibly felt min ago northern iran felt see,13_11_2017,other_relevant_information
rt trutawar earthquake kurdistan iran,13_11_2017,other_relevant_information
rt trutawar earthquake kurdistan iran,13_11_2017,other_relevant_information
heart goes iran iraq earthquake pray sarpole zahab kurdistan fff,13_11_2017,not_humanitarian
earthquake kurdistan updated toll people killed injured,13_11_2017,injured_or_dead_people
deadly quake people dead wounded terrible earthquake rocks,13_11_2017,injured_or_dead_people
see moment earthquake struck usnews usrc,13_11_2017,not_humanitarian
new activation emsr earthquake iraq copernicus earthquake eucivpro,13_11_2017,not_humanitarian
latest update iraqiran earthquake killed wounded,13_11_2017,injured_or_dead_people
rt yerevansaeed according earthquake info earthquake hits halabja area kurdistan,13_11_2017,other_relevant_information
rt yerevansaeed according earthquake info earthquake hits halabja area kurdistan,13_11_2017,other_relevant_information
devastating images iranian cities impacted last nights earthquake iran earthquake,13_11_2017,other_relevant_information
devastating images iranian cities impacted last nights earthquake iran earthquake,13_11_2017,other_relevant_information
devastating images iranian cities impacted last nights earthquake iran earthquake,13_11_2017,other_relevant_information
devastating images iranian cities impacted last nights earthquake iran earthquake,13_11_2017,other_relevant_information
video horrible scenes earthquake super store iraq pakistan,13_11_2017,other_relevant_information
earthquake kuwait,13_11_2017,other_relevant_information
united prayer iran amp iraq deadly earthquake prayforiran prayforiraq,13_11_2017,not_humanitarian
iran declares three days mourning quake iraq earthquake,13_11_2017,other_relevant_information
official tells news agencies irans death toll powerful earthquake rises,13_11_2017,injured_or_dead_people
rt tasnimnewsen iran continues exporting gas iraq despite strong earthquake,13_11_2017,not_humanitarian
pakistan extends sympathies loss lives iran iraq earthquake,13_11_2017,other_relevant_information
iraq live tv interview interrupted powerful earthquake watch,13_11_2017,other_relevant_information
earthquake iran know say wish right words comfort kids people,13_11_2017,other_relevant_information
turkey sends aid kurdistan region earthquake victims iraq twitterkurds,13_11_2017,rescue_volunteering_or_donation_effort
rt africanviews damaged house iran following sunday earthquake measuring magnitude,13_11_2017,infrastructure_and_utility_damage
isesco expresses condolences earthquake iraqiran border region,13_11_2017,other_relevant_information
iran hunts survivors following devastating earthquake,13_11_2017,rescue_volunteering_or_donation_effort
video force iraniraq earthquake sends items flying shop shelves kuwait,13_11_2017,rescue_volunteering_or_donation_effort
todays lbc drive words acid attacks brexit rohinga crisis iraqiran earthquake,13_11_2017,other_relevant_information
video footage iraq kurdistan quake struck late sunday,13_11_2017,other_relevant_information
new post iraniraq border earthquake deadliest published ourstube,13_11_2017,injured_or_dead_people
monday morning iran gave provisional toll deadearthquake,13_11_2017,injured_or_dead_people
let know one talking giant earthquake hit iraniraq last night,13_11_2017,other_relevant_information
rt cbcnews dozens killed earthquake rocks iraniraq border,13_11_2017,injured_or_dead_people
national earthquake information center iraq,13_11_2017,not_humanitarian
national earthquake information center iraq,13_11_2017,not_humanitarian
national earthquake information center iraq,13_11_2017,not_humanitarian
people need shelter magnitude earthquake hit border iran iraq sendingprayersfd,13_11_2017,affected_individuals
algeria social media told story iraniraq earthquake,13_11_2017,other_relevant_information
iraniraqdfcfor citizens eethe majority victims greedy men amp earthquake,13_11_2017,other_relevant_information
hi hello god order please fix president country emergency help iraq iran earthquake,13_11_2017,not_humanitarian
rt borzou magnitude earthquake strikes along iraqiran border km town halabja via usgs,13_11_2017,other_relevant_information
buzzfeeddevastating photographs show aftermath deadly earthquake,13_11_2017,other_relevant_information
photos show devastation left behind quake near iraniraq border,13_11_2017,other_relevant_information
usgs earthquake summary posters halabjah iraq website ualbanygovinfo ualbanylibs,13_11_2017,other_relevant_information
rt edrormba israel sends condolences iran iraq catastrophic earthquake,13_11_2017,other_relevant_information
images earthquakes aftermath iran break heart via anupkaphle,13_11_2017,other_relevant_information
images earthquakes aftermath iran break heart via anupkaphle,13_11_2017,other_relevant_information
images earthquakes aftermath iran break heart via anupkaphle,13_11_2017,other_relevant_information
images earthquakes aftermath iran break heart via anupkaphle,13_11_2017,other_relevant_information
earthquake km halabjah iraq sulaymnyah usgs geology,13_11_2017,not_humanitarian
earthquake iran quit others,13_11_2017,other_relevant_information
earthquake effect kuwait version tamilansdcab,13_11_2017,other_relevant_information
earthquake effect kuwait version tamilansdcab,13_11_2017,not_humanitarian
earthquake effect kuwait version tamilansdcab,13_11_2017,not_humanitarian
earthquake hits border iran iraq pictures noticias actualidad news,13_11_2017,other_relevant_information
photos survivor search continues earthquake decimates iran iraq,13_11_2017,rescue_volunteering_or_donation_effort
iran earthquake recorded sep seismometer installed ictjacsic,13_11_2017,other_relevant_information
iran earthquake recorded sep seismometer installed ictjacsic,13_11_2017,other_relevant_information
pope offers prayerful solidarity iraniraq earthquake victims,13_11_2017,not_humanitarian
scene devastation west iran due recent earthquake,13_11_2017,infrastructure_and_utility_damage
grieving lost family member iran earthquake,13_11_2017,other_relevant_information
rt pasargadbank condolences due loss last nights earthquake victimsfbfbfb iran,13_11_2017,not_humanitarian
latest italy sends aid iran earthquake,13_11_2017,rescue_volunteering_or_donation_effort
girl students dormitory ruined terrible earthquake west iran,13_11_2017,affected_individuals
thought died following strongest earthquake,13_11_2017,injured_or_dead_people
iraniraq temblor earthquake sudden wave death,13_11_2017,injured_or_dead_people
iraqiran earthquake reporting day november japan costa rice earthquakes,13_11_2017,other_relevant_information
rt pmbreakingnews location massive earthquake iran,13_11_2017,other_relevant_information
humanity everyone iran amp iraq earthquake rescue help aid,13_11_2017,not_humanitarian
baby born irans deadly earthquake gives hope shocked nation,13_11_2017,other_relevant_information
update iraniraq earthquake death toll injured deadliest quake,13_11_2017,injured_or_dead_people
local seismograph detected iraniraq earthquake making detector ringing minutes,13_11_2017,not_humanitarian
oxfam assist iraq amid recent earthquake country director,13_11_2017,rescue_volunteering_or_donation_effort
officials iran iraq aid rushed areas hit deadly magnitude earthquake,13_11_2017,rescue_volunteering_or_donation_effort
iraniraq earthquake damages caused last nightamprsquos earthquake sourced enex,13_11_2017,other_relevant_information
killed iraniraq quake state media says,13_11_2017,injured_or_dead_people
earthquake seems occurred zargos thrust offshoots near iran iraq boundary,13_11_2017,other_relevant_information
twitter erupts iraniraq earthquake,13_11_2017,not_humanitarian
saw homes collapse survivors tell terrifying moment earthquake hit iran,13_11_2017,affected_individuals
big earthquake iran help stand soon,13_11_2017,rescue_volunteering_or_donation_effort
big earthquake iran help stand soon,13_11_2017,rescue_volunteering_or_donation_effort
big earthquake iran help stand soon,13_11_2017,rescue_volunteering_or_donation_effort
big earthquake iran help stand soon,13_11_2017,rescue_volunteering_or_donation_effort
one painful picture latest earthquake iran pray people,13_11_2017,other_relevant_information
toronto sign dimmed today honour tragic loss life sundays earthquake iraq iran,13_11_2017,not_humanitarian
breaking bill gates developing smart city az agenda earthquake hits iran,13_11_2017,not_humanitarian
prayers suffering natural disaster iran e iraq e f earthquake,13_11_2017,not_humanitarian
donald trump silent deadly iraniraq earthquake hours happened despite,13_11_2017,not_humanitarian
israel shaken moved action deadly earthquake iraniraq border,13_11_2017,other_relevant_information
help iraniraq border earthquake victims right away,13_11_2017,rescue_volunteering_or_donation_effort
iraniraq earthquake social media images show tragic aftermath,13_11_2017,other_relevant_information
tune bbc world tv os talking iran earthquake,13_11_2017,not_humanitarian
heartbreaking photo day words iraniraqearthquake,13_11_2017,other_relevant_information
alex jones massive magnitude earthquake struck,13_11_2017,other_relevant_information
donald trump yet address deadly iraniraq earthquake time tweet,13_11_2017,other_relevant_information
major earthquake iraniraq border amp help,13_11_2017,other_relevant_information
true earthquake reach kuwait soon usgs usgslandcover,13_11_2017,not_humanitarian
deacon sad earthquake victims iraq may god,13_11_2017,not_humanitarian
iraq relief international assisting earthquakeaffected communities humanitarian newzealand auckland,13_11_2017,not_humanitarian
iranearthquake united nation rising help prayforiran,13_11_2017,rescue_volunteering_or_donation_effort
iraniraq earthquake live blog,13_11_2017,not_humanitarian
statement attributable secgen earthquake iran humanrights un,13_11_2017,not_humanitarian
iraniraq earthquake villages vanished,13_11_2017,infrastructure_and_utility_damage
iran earthquake sad,13_11_2017,other_relevant_information
iran blood donors go allout tehran earthquake casualties,13_11_2017,rescue_volunteering_or_donation_effort
massive earthquake killed hundreds iraq iran nbc news newinvids,13_11_2017,injured_or_dead_people
